,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
6349,Meghmani Fineche...,4.3,(78 Reviews),Ahmedabad + 2 more,15 years old,501-1k Employees (India),
6350,Chevrolet,4.4,(78 Reviews),Private,"Detroit,Michigan + 37 more",111 years old,201-500 Employees (India)
6351,Homeocare Intern...,3.7,(78 Reviews),Private,Hyderabad + 16 more,36 years old,11-50 Employees (India)
6352,Shivalik Prints,4.2,(78 Reviews),Private,"Faridabad,Haryana + 1 more",24 years old,201-500 Employees (India)
6353,Formel D,3.5,(78 Reviews),Private,Troisdorf + 9 more,29 years old,201-500 Employees (India)
6354,Nippo Batteries,4.4,(78 Reviews),Private,"Chennai,Tamil Nadu + 21 more",50 years old,1k-5k Employees (India)
6355,Vikram Hospital,3.9,(78 Reviews),Private,"Bangalore,Karnataka + 4 more",13 years old,501-1k Employees (India)
6356,Rossari Biotech,4.2,(78 Reviews),Private,"Mumbai,Maharashtra + 9 more",25 years old,201-500 Employees (India)
6357,Shree Technocrat...,3.2,(78 Reviews),New Delhi + 11 more,16 years old,,
6358,Akshara Enterpri...,4.0,(78 Reviews),Hyderabad + 14 more,14 years old,51-200 Employees (India),
6359,Vikram Hospital,3.9,(78 Reviews),Private,"Bangalore,Karnataka + 4 more",13 years old,501-1k Employees (India)
6360,Citec Engineerin...,3.9,(78 Reviews),"Vaasa,Ostrobothnia + 3 more",38 years old,201-500 Employees (India),
6361,CMS Securitas,3.6,(78 Reviews),Mumbai + 31 more,13 years old,1 Lakh+ Employees (India),
6362,Unique Pharmaceu...,4.0,(78 Reviews),Private,Lagos + 9 more,35 years old,51-200 Employees (Global)
6363,ICSIL,4.1,(78 Reviews),Public,New Delhi + 1 more,38 years old,1-10 Employees (India)
6364,Lbf Travel,4.3,(78 Reviews),Private,"San Diego,California + 4 more",12 years old,201-500 Employees (India)
6365,ILJIN ELECTRONIC...,3.8,(78 Reviews),Private,Greater Noida + 6 more,21 years old,51-200 Employees (India)
6366,Renata Precision...,4.0,(78 Reviews),Pune + 1 more,16 years old,201-500 Employees (India),
6367,Dolphin Sutures,4.7,(78 Reviews),Private,"Bengaluru,Karnataka + 5 more",28 years old,201-500 Employees (India)
6368,Sridevi Tool Eng...,4.1,(78 Reviews),Private,Vasai + 5 more,50 years old,51-200 Employees (India)
6369,ANY Graphics,3.6,(78 Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,201-500 Employees (India)
6370,Delhi World Publ...,3.8,(78 Reviews),Private,"Noida,Uttar Pradesh + 33 more",7 years old,11-50 Employees (India)
6371,FM INDIA SUPPLY ...,3.9,(78 Reviews),Private,Pune + 15 more,55 years old,1k-5k Employees (India)
6372,HYUNDAI TRANSYS ...,3.8,(78 Reviews),Yeongcheon-ro + 5 more,201-500 Employees (India),,
6373,PearVisa Immigra...,4.9,(78 Reviews),Public,"New Delhi,Delhi + 7 more",12 years old,11-50 Employees (Global)
6374,Programmers.io,4.4,(78 Reviews),LLC,"Jaipur,Rajasthan + 2 more",9 years old,201-500 Employees (India)
6375,Board Infinity,3.9,(78 Reviews),Private,"Mumbai,Maharashtra + 4 more",5 years old,201-500 Employees (India)
6376,CBNITS,4.6,(78 Reviews),Private,"Fremont,California",4 years old,201-500 Employees (India)
6377,Simply Vyapar Ap...,4.5,(78 Reviews),Private,"Bangalore,Karnataka + 1 more",7 years old,201-500 Employees (India)
6378,WEBSOL ENERGY SY...,3.1,(78 Reviews),Public,Falta + 1 more,32 years old,201-500 Employees (India)
6379,Meghmani Fineche...,4.3,(78 Reviews),Ahmedabad + 2 more,15 years old,501-1k Employees (India),
6380,Elite Powertech,3.8,(78 Reviews),Private,Noida + 13 more,10 years old,201-500 Employees (India)
6381,Augustus Healthc...,4.0,(78 Reviews),LLP,Harwood Heights,23 years old,501-1k Employees (Global)
6382,Common Service C...,4.0,(78 Reviews),New Delhi + 42 more,13 years old,1 Lakh+ Employees (India),
6383,Ok Play,3.8,(78 Reviews),Public,"Delhi/NCR,Delhi + 13 more",29 years old,51-200 Employees (India)
6384,Automotive Axles...,3.6,(78 Reviews),Public,Mysore + 4 more,41 years old,1k-5k Employees (India)
6385,Qdigi Services,4.0,(78 Reviews),Noida + 28 more,51-200 Employees (India),,
6386,Sugam Parivahan,3.9,(78 Reviews),Private,New Delhi + 24 more,35 years old,201-500 Employees (India)
6387,EPIQ Systems,4.2,(78 Reviews),Private,New York + 1 more,34 years old,501-1k Employees (India)
6388,Aero Club,3.7,(134 Reviews),Private,"Delhi/NCR,New Delhi + 19 more",95 years old,1k-5k Employees (India)
6389,Finolex Plasson ...,4.3,(77 Reviews),Private,Pune + 27 more,30 years old,501-1k Employees (India)
6390,Tafe Access,3.9,(77 Reviews),Private,Chennai + 7 more,62 years old,1k-5k Employees (India)
6391,Protiviti,3.8,(77 Reviews),Private,Menlo Park + 11 more,20 years old,5k-10k Employees (India)
6392,Pramata Knowledg...,3.5,(77 Reviews),Private,Brisbane,17 years old,201-500 Employees (India)
6393,Zopper,3.8,(77 Reviews),Private,"Noida,Uttar Pradesh + 18 more",11 years old,201-500 Employees (India)
6394,Mahanagar Teleph...,4.2,(77 Reviews),Public,New Delhi + 7 more,36 years old,10k-50k Employees (India)
6395,Lakshmikumaran &...,3.9,(77 Reviews),Private,New Delhi + 8 more,37 years old,501-1k Employees (India)
6396,Creativelipi Web...,3.6,(77 Reviews),Private,"Noida,Uttar Pradesh + 1 more",19 years old,51-200 Employees (India)
6397,Eben Telecom,3.5,(77 Reviews),Private,Kochi + 4 more,27 years old,501-1k Employees (India)
6398,SNS College of E...,4.8,(77 Reviews),Private,Coimbatore,51-200 Employees (Global),
6399,Reliance Foundat...,4.4,(77 Reviews),Private,"Nagpur,Maharashtra + 19 more",31 years old,201-500 Employees (India)
6400,Opulentus Overse...,3.1,(77 Reviews),Private,Hyderabad + 9 more,21 years old,201-500 Employees (India)
6401,Gitanjali Gems,3.4,(77 Reviews),Public,"Mumbai,Maharashtra + 13 more",56 years old,501-1k Employees (India)
6402,Anytime Fitness,3.4,(77 Reviews),LLC,"Delhi,NCT + 18 more",21 years old,51-200 Employees (India)
6403,N+A,3.3,(77 Reviews),Los Angeles + 27 more,50k-1 Lakh Employees (India),,
6404,GETIT Infoservic...,2.2,(77 Reviews),Private,"Delhi,NCT + 19 more",36 years old,11-50 Employees (India)
6405,TAM Media Resear...,3.9,(77 Reviews),Private,Mumbai + 9 more,24 years old,501-1k Employees (India)
6406,Tata Realty and ...,3.8,(77 Reviews),Public,Mumbai + 16 more,15 years old,501-1k Employees (India)
6407,Milan Laboratori...,4.2,(77 Reviews),Private,Thane + 6 more,46 years old,201-500 Employees (India)
6408,Vibrant Screen,4.1,(77 Reviews),Bangalore + 7 more,16 years old,51-200 Employees (India),
6409,IMCO Engineering...,4.7,(77 Reviews),Ahmadi + 5 more,52 years old,51-200 Employees (India),
6410,SPX Flow Technol...,4.3,(77 Reviews),Private,"Charlotte,North Carolina + 6 more",42 years old,51-200 Employees (India)
6411,Department of Ag...,3.9,(77 Reviews),Public,"Delhi/NCR,New Delhi + 38 more",75 years old,10k-50k Employees (India)
6412,Acrysil,3.8,(77 Reviews),Public,"Bhavnagar,Gujrat + 6 more",35 years old,201-500 Employees (India)
6413,Varrsana Ispat,3.4,(77 Reviews),Public,New Delhi + 5 more,22 years old,501-1k Employees (India)
6414,Steril Gene Life...,3.7,(77 Reviews),Chennai + 1 more,15 years old,51-200 Employees (India),
6415,Rcpl Logistics,3.9,(77 Reviews),Private,New Delhi + 17 more,25 years old,501-1k Employees (India)
6416,Arya Collateral ...,4.4,(77 Reviews),Private,"Noida,Uttar Pradesh + 17 more",40 years old,51-200 Employees (India)
6417,Reventics,4.4,(77 Reviews),Private,"Denver,CO",6 years old,201-500 Employees (India)
6418,Bhavani Erectors,3.7,(77 Reviews),Private,Kerala + 15 more,37 years old,201-500 Employees (India)
6419,Kolors Healthcar...,3.9,(77 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 14 more",18 years old,51-200 Employees (India)
6420,Amp Motors,3.6,(77 Reviews),Private,Gurgaon + 7 more,73 years old,201-500 Employees (India)
6421,Tata CLiQ,4.0,(77 Reviews),Private,"Mumbai,Maharashtra + 2 more",6 years old,501-1k Employees (India)
6422,Chili's Grill & ...,4.1,(77 Reviews),Dallas + 15 more,47 years old,11-50 Employees (India),
6423,Claas,4.4,(77 Reviews),Private,"Harsewinkel,North Rhine-Westphalia + 7 more",14 years old,201-500 Employees (India)
6424,Oneindia BSC,3.6,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",7 years old,51-200 Employees (India)
6425,Asian Colour Coa...,4.3,(77 Reviews),Private,Gurugram + 8 more,17 years old,51-200 Employees (India)
6426,Krystal Integrat...,4.0,(77 Reviews),Private,Mumbai + 9 more,22 years old,201-500 Employees (India)
6427,Saggezza,3.3,(77 Reviews),Private,"Chicago,Illinois + 6 more",17 years old,201-500 Employees (India)
6428,Incture Technolo...,3.1,(77 Reviews),Private,Banglore,16 years old,501-1k Employees (India)
6429,CGS,3.9,(77 Reviews),Private,New York + 8 more,38 years old,11-50 Employees (India)
6430,Nitor Infotech,4.0,(77 Reviews),Private,Pune,16 years old,501-1k Employees (India)
6431,Infodart Technol...,3.4,(77 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",15 years old,201-500 Employees (India)
6432,Maintec Technolo...,3.1,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",24 years old,201-500 Employees (India)
6433,Gail Gas,4.2,(77 Reviews),Noida + 16 more,14 years old,1k-5k Employees (India),
6434,Ven Consulting,3.1,(77 Reviews),Private,Bengaluru + 13 more,12 years old,51-200 Employees (India)
6435,UNI Klinger,4.0,(77 Reviews),Public,Pune + 7 more,39 years old,201-500 Employees (India)
6436,Bhate & Raje Con...,4.5,(77 Reviews),Private,Pune + 1 more,32 years old,501-1k Employees (India)
6437,94.3 MY FM,3.7,(77 Reviews),Private,Noida + 22 more,16 years old,201-500 Employees (India)
6438,Taj Lands End Mu...,4.1,(77 Reviews),Mumbai + 1 more,43 years old,501-1k Employees (India),
6439,Cachet Pharmaceu...,4.1,(77 Reviews),Private,Mumbai + 14 more,44 years old,201-500 Employees (India)
6440,Kanakadurga Fina...,3.8,(77 Reviews),Private,Vijayawada + 30 more,28 years old,1k-5k Employees (India)
6441,Kwality Pharmace...,4.1,(77 Reviews),Public,Amritsar + 5 more,39 years old,201-500 Employees (India)
6442,Modern Construct...,3.6,(77 Reviews),New Delhi + 16 more,46 years old,201-500 Employees (India),
6443,Umang Dairies,3.9,(77 Reviews),Public,New Delhi + 9 more,28 years old,201-500 Employees (India)
6444,SasMos HET Techn...,3.7,(77 Reviews),Public,Bengaluru + 1 more,15 years old,201-500 Employees (India)
6445,Indus Health Plu...,3.2,(77 Reviews),Private,"Pune,Maharashtra + 12 more",22 years old,201-500 Employees (India)
6446,RMS,3.7,(77 Reviews),Private,"Newark,California + 11 more",34 years old,1-10 Employees (India)
6447,Bafna Motors,3.8,(77 Reviews),Private,"Navi Mumbai,Maharashtra + 11 more",66 years old,201-500 Employees (India)
6448,Hotel Hindusthan...,3.7,(77 Reviews),Private,"Kolkata,West Bengal + 10 more",53 years old,501-1k Employees (Global)
6449,Galva Decoparts,4.0,(77 Reviews),Vapi + 4 more,24 years old,51-200 Employees (India),
6450,Hellmann Worldwi...,4.3,(77 Reviews),Private,"Doral,Niedersachsen + 13 more",151 years old,1k-5k Employees (India)
6451,Globe Capital Ma...,3.9,(77 Reviews),Public,"Eastcote,England + 11 more",38 years old,1k-5k Employees (India)
6452,Acme Formulation,3.5,(77 Reviews),Nalagarh + 4 more,18 years old,501-1k Employees (India),
6453,Everest Blowers,4.0,(77 Reviews),Private,New Delhi + 5 more,42 years old,201-500 Employees (India)
6454,Projects & Devel...,4.0,(77 Reviews),Private,"Noida,Uttar Pradesh + 13 more",71 years old,201-500 Employees (India)
6455,LIXIL,3.9,(77 Reviews),Public,"Koto-ku,Tokyo + 21 more",15 years old,201-500 Employees (India)
6456,MAHLE Engine Com...,3.7,(77 Reviews),Private,Stuttgart + 8 more,102 years old,201-500 Employees (India)
6457,SoCoMo Technolog...,4.0,(77 Reviews),Private,"Chandigarh,Union Territory Of Chandigarh + 17 more",8 years old,51-200 Employees (India)
6458,Indiafilings,3.0,(77 Reviews),Private,"Chennai,Tamil Nadu + 7 more",9 years old,501-1k Employees (Global)
6459,Manav Rachna Int...,4.2,(77 Reviews),Faridabad + 3 more,25 years old,501-1k Employees (India),
6460,Satnam Global In...,3.7,(77 Reviews),New Delhi + 13 more,35 years old,51-200 Employees (India),
6461,BSF,4.4,(77 Reviews),Public,New Delhi + 19 more,57 years old,1-10 Employees (India)
6462,Dezire Research,4.5,(77 Reviews),Indore,6 years old,51-200 Employees (India),
6463,Payswiff Solutio...,3.7,(77 Reviews),Private,"Hyderabad,Telangana + 11 more",9 years old,201-500 Employees (India)
6464,Uniqlo,3.3,(77 Reviews),Tokyo + 2 more,51-200 Employees (India),,
6465,Mfine,3.8,(77 Reviews),Private,"Bangalore,Karnataka + 4 more",5 years old,201-500 Employees (India)
6466,Pontika Aerotech,3.8,(77 Reviews),Public,Sirmour + 4 more,5 years old,51-200 Employees (India)
6467,LetsTransport,3.6,(77 Reviews),"Bangalore,Karnataka + 13 more",7 years old,201-500 Employees (India),
6468,Dura-Line,4.4,(77 Reviews),Knoxville + 5 more,51 years old,201-500 Employees (India),
6469,Ziff Davis Perfo...,3.7,(77 Reviews),Private,Austin Texas,17 years old,501-1k Employees (India)
6470,Expertrons,3.2,(77 Reviews),"Mumbai,Maharashtra + 3 more",3 years old,201-500 Employees (India),
6471,PharmaZell,4.2,(77 Reviews),Private,Raubling,76 years old,501-1k Employees (India)
6472,JMT Auto,4.1,(77 Reviews),Public,"Jamshedpur,Jharkhand + 5 more",35 years old,501-1k Employees (India)
6473,Reliance Broadca...,4.1,(77 Reviews),Public,"Mumbai,Maharashtra + 28 more",17 years old,501-1k Employees (India)
6474,Systems Plus Tra...,4.3,(77 Reviews),Private,Mumbai + 1 more,201-500 Employees (Global),
6475,Lince Soft Solut...,4.5,(77 Reviews),Private,Hyderabad + 1 more,13 years old,51-200 Employees (India)
6476,Impelsys,4.4,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka",21 years old,51-200 Employees (India)
6477,ITC ABD,4.0,(77 Reviews),Kolkata + 28 more,112 years old,51-200 Employees (India),
6478,Nilkamal Furnitu...,4.1,(77 Reviews),Public,Mumbai + 33 more,32 years old,1k-5k Employees (Global)
6479,Payswiff Solutio...,3.7,(77 Reviews),Private,"Hyderabad,Telangana + 11 more",9 years old,201-500 Employees (India)
6480,Prochant,3.4,(77 Reviews),Private,"Chennai,Tamil Nadu + 2 more",23 years old,501-1k Employees (India)
6481,Frontier Busines...,4.0,(77 Reviews),Private,Bangalore + 9 more,28 years old,501-1k Employees (India)
6482,Sarva Shiksha Ab...,3.4,(76 Reviews),Private,Chandauli + 34 more,20 years old,501-1k Employees (Global)
6483,Kumar Properties,4.0,(76 Reviews),Private,"Pune,Maharashtra + 4 more",56 years old,501-1k Employees (Global)
6484,Enser Communicat...,3.6,(76 Reviews),Private,Navi Mumbai + 6 more,14 years old,201-500 Employees (India)
6485,Noble Hospital,4.2,(76 Reviews),Private,"Pune,Maharashtra + 11 more",26 years old,501-1k Employees (Global)
6486,RED CHIEF,3.9,(76 Reviews),Private,Gurugram + 23 more,25 years old,
6487,Anabeeb,4.5,(76 Reviews),Dammam + 5 more,39 years old,1k-5k Employees (Global),
6488,Spi Cinemas,4.7,(76 Reviews),Private,"Chennai,Tamil Nadu + 9 more",31 years old,201-500 Employees (India)
6489,Blue Dart Aviati...,4.1,(76 Reviews),Private,Chennai + 12 more,26 years old,1k-5k Employees (India)
6490,Waste Management,4.0,(76 Reviews),Private,Houston + 9 more,54 years old,51-200 Employees (India)
6491,Dunnhumby,4.1,(76 Reviews),Private,"Brook Green,London",14 years old,501-1k Employees (India)
6492,Sundyota Numandi...,3.7,(76 Reviews),Private,"Ahmedabad,Gujarat + 17 more",19 years old,51-200 Employees (India)
6493,Cognus Technolog...,2.9,(76 Reviews),Private,"Udaipur,Rajasthan + 3 more",14 years old,201-500 Employees (India)
6494,IG Petrochemical...,3.7,(76 Reviews),Public,"Mumbai,Maharashtra + 7 more",34 years old,1k-5k Employees (India)
6495,Marvel Realtors,3.5,(76 Reviews),Private,Pune + 1 more,21 years old,501-1k Employees (India)
6496,SEW Eurodrive in...,4.6,(76 Reviews),Private,"Vadodara/Baroda,Gujarat + 14 more",25 years old,201-500 Employees (India)
6497,Siemens PLM Soft...,4.4,(76 Reviews),Private,Plano + 5 more,25 years old,1k-5k Employees (India)
6498,Hughes Communica...,3.8,(76 Reviews),Private,"Gurgaon/Gurugram,Haryana + 13 more",29 years old,501-1k Employees (India)
6499,SKP Group,3.5,(76 Reviews),Private,Mumbai + 8 more,24 years old,1k-5k Employees (India)
6500,Alps Industries,3.7,(76 Reviews),Public,"Ghaziabad,Uttar Pradesh + 8 more",60 years old,201-500 Employees (India)
6501,Visible Alpha So...,4.2,(76 Reviews),Private,"Mumbai,Maharashtra + 3 more",8 years old,501-1k Employees (India)
6502,ABV Rock Group,4.2,(76 Reviews),Private,Riyadh + 7 more,48 years old,1k-5k Employees (Global)
6503,Six Red Marbles,3.6,(76 Reviews),Private,Medford + 4 more,26 years old,51-200 Employees (India)
6504,Mahesh Tutorials,3.4,(76 Reviews),Private,Mumbai + 10 more,34 years old,11-50 Employees (Global)
6505,Firepro Systems,3.8,(76 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",30 years old,1k-5k Employees (India)
6506,UB Engineering,4.1,(76 Reviews),Public,Pune + 15 more,59 years old,51-200 Employees (India)
6507,BITS Pilani,4.3,(76 Reviews),Private,Pilani + 17 more,58 years old,1k-5k Employees (India)
6508,Inube Software S...,3.6,(76 Reviews),Private,Bangalore + 3 more,12 years old,201-500 Employees (India)
6509,Red Tag,3.8,(76 Reviews),Al Khobar + 11 more,16 years old,11-50 Employees (India),
6510,Alps Industries,3.7,(76 Reviews),Public,"Ghaziabad,Uttar Pradesh + 8 more",60 years old,201-500 Employees (India)
6511,Visible Alpha So...,4.2,(76 Reviews),Private,"Mumbai,Maharashtra + 3 more",8 years old,501-1k Employees (India)
6512,Dunnhumby,4.1,(76 Reviews),Private,"Brook Green,London",14 years old,501-1k Employees (India)
6513,GlobeGround Indi...,4.0,(76 Reviews),Private,Bangalore + 6 more,23 years old,51-200 Employees (India)
6514,ABV Rock Group,4.2,(76 Reviews),Private,Riyadh + 7 more,48 years old,1k-5k Employees (Global)
6515,Sundyota Numandi...,3.7,(76 Reviews),Private,"Ahmedabad,Gujarat + 17 more",19 years old,51-200 Employees (India)
6516,P C CHANDRA JEWE...,4.0,(76 Reviews),Private,Kolkata + 15 more,83 years old,201-500 Employees (India)
6517,Intellect Bizwar...,4.5,(76 Reviews),Private,"Navi Mumbai,Maharashtra + 3 more",15 years old,51-200 Employees (India)
6518,Jawed Habib Hair...,3.9,(76 Reviews),Public,"Mumbai,Maharashtra + 23 more",16 years old,1k-5k Employees (India)
6519,Srei Infrastruct...,4.2,(76 Reviews),Public,Kolkata + 26 more,37 years old,51-200 Employees (India)
6520,Willowood Crop S...,4.4,(76 Reviews),Private,Kolkata + 25 more,10 years old,501-1k Employees (India)
6521,Fastway Transmis...,3.4,(76 Reviews),Ludhiana + 15 more,14 years old,201-500 Employees (India),
6522,Coldex Logistics,3.4,(76 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",17 years old,51-200 Employees (India)
6523,Tata Trusts,3.9,(76 Reviews),Private,Mumbai + 24 more,130 years old,201-500 Employees (India)
6524,ATS Services,3.2,(76 Reviews),Private,"Faridabad,Haryana + 8 more",22 years old,51-200 Employees (India)
6525,Zeco Aircon,3.9,(76 Reviews),Public,"Jhajjar,Haryana + 9 more",33 years old,501-1k Employees (India)
6526,Airef Engineers,3.8,(76 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",36 years old,1k-5k Employees (India)
6527,ALBANY MOLECULAR...,4.5,(76 Reviews),Private,"Albany,,NY + 3 more",31 years old,201-500 Employees (India)
6528,Dhanlaxmi Bank,3.7,(76 Reviews),Public,"Thrissur/Trichur,Kerala + 22 more",95 years old,1k-5k Employees (India)
6529,Kingfisher Airli...,4.0,(76 Reviews),Public,"Mumbai,Maharashtra + 19 more",19 years old,1k-5k Employees (India)
